,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
32,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK SKY USED TANK BA,9479800002,38,CALÇA JEANS,1,0,left_only,-1,1
33,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO LINCE FEMININO DOURADO P4 C PULS,9216280000,,KIT FEMININO DOURADO,1,1,both,0,0
34,,W,BELEZA,WB,WBQ,WBQB,JEQUITI SENSI SABONETE HIDRATANTE EM BAR,8687780000,,BARRA,3,3,both,0,0
35,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415770003,42,CALÇA SARJA,4,0,left_only,-4,4
36,CINZA,C,VESTUARIO,C5,C5A,C5AB,OCULOS MET FEM GUN GATINHO FUME DEGRADE,9463910001,UNICO,ÓCULOS METAL,1,0,left_only,-1,1
37,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA  BIQUINI CJ MSA ELLA BICOLOR LI,9424790002,M,CALCINHA / BOTTOM,3,3,both,0,0
38,,W,BELEZA,WB,WBV,WBVC,SIAGE CONDICIONADOR RECONSTROI OS FIOS 2,9170520000,,CONDICIONADOR,1,1,both,0,0
39,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA APP JEANS PS SLO INK CICLISTA BL,9392380001,46,BOTTOM CURTO JEANS PLUS,3,3,both,0,0
40,,W,BELEZA,WA,WAC,WACP,DESODORANTE COLONIA FEMININA GIO ANTONEL,9583200000,,PERFUME,5,4,both,-1,1
41,,H,ELETRO-ELETRONICOS,HJ,HJB,HJBA,TABLET MULTILASER MINNIE WIFI 32GB TELA,9464040000,,TABLET WIFI ANDROID,2,2,both,0,0
42,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK JOGGER JEANS BAS,9532910003,44,CALÇA JEANS,1,0,left_only,-1,1
43,VINHO,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL SEM MANGA JV CN PRD GARFIELD,9443550009,P,SHORT DOLL,2,2,both,0,0
44,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK BARRA D,9384530004,38,CALÇA JEANS,4,3,both,-1,1
45,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO FEM LINCE DOURADO KIT COLAR BRIN,9629360000,,KIT FEMININO DOURADO,1,1,both,0,0
46,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440770001,36,CALÇA JEANS,1,1,both,0,0
47,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN EVT NAMO EL,9561230003,M,SHORT DOLL,2,2,both,0,0
48,PRETO,C,VESTUARIO,C9,C9A,C9AK,CALCINHA  C9 SLO ELLA LISO PRETO GG PRET,9657660004,GG,KIT CALCINHA,1,1,both,0,0
49,,W,BELEZA,WL,WLM,WLMB,DELINEADOR  WL VULT VULT DELIN OLH LIQ P,9032350000,,DELINEADOR,2,3,both,1,0
50,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K200 POA R,9524810003,GG,CALCINHA / BOTTOM,2,2,both,0,0
51,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ ELLA BICOLOR PRETO 44 PRETO E,9546410003,44,SOUTIEN / TOP,3,3,both,0,0
52,BRANCO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN SLO INK LISO BRANCO 44,9623060001,44,BOTTOM CURTO SARJA,5,4,both,-1,1
53,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA PS PRD COM RASGOS 02FE00603 JEAN,9633180002,48,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
54,CINZA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA ACC SLO CACHORRO   BR,9436290001,34/39,MEIA CASUAL/ESPORTIVA,3,0,left_only,-3,3
55,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479850004,44,CALÇA JEANS,1,1,both,0,0
56,VERMELHO,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN PRD INK five pockets 191,9543960005,40,CALÇA SARJA,1,0,left_only,-1,1
57,VERMELHO,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL TG MC ACORDEI VERM LUA C7 46,9598650001,46,BERMUDOL/SHORT DOLL,1,1,both,0,0
58,,W,BELEZA,WB,WBQ,WBQF,MASCARA SELADORA JEQUITI FYO PROFISSIONA,8813370000,,MASCARA,2,0,left_only,-2,2
59,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573010006,42,BOTTOM CURTO JEANS,3,2,both,-1,1
60,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE P,9682890001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
61,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA FEI,9573060004,42,BOTTOM CURTO JEANS,1,1,both,0,0
62,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA JEANS CRN PRD INK RASG,9480830006,36,INTEIRO,1,1,both,0,0
63,ROXO,C,VESTUARIO,C7,C7A,C7AK,2 CALCINHAS BIQUNI TG  RENDA LOLA ROXO P,9320330002,M,KIT CALCINHA,1,1,both,0,0
64,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS INK COM AMARRACAO LISO JEANS,9575840005,50,BOTTOM CURTO JEANS PLUS,1,0,left_only,-1,1
65,,W,BELEZA,WA,WAE,WAEP,DESODORANTE COLONIA MASCULINA RODRIGO FA,9692180000,,PERFUME,2,2,both,0,0
66,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA CRN MSA INK JOGGER CARGO  LI,9637460003,40,CALÇA SARJA,1,0,left_only,-1,1
67,CINZA,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL MC TG GARFILD GAS C7 50 CINZA,9647880003,50,BERMUDOL/SHORT DOLL,2,2,both,0,0
68,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA  JV MSA INK USED TANK ESMERIL BARR,9415800006,44,CALÇA JEANS,2,0,left_only,-2,2
69,,W,BELEZA,WL,WLC,WLCH,PO COMPACTO  WL VULT VULT PO COMP 002 9g,9032040000,,PÓ COMPACTO ROSTO,2,2,both,0,0
70,PRETO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS BIQ FIO MFB TRS ROSA BEGE PT,9628080001,G,CALCINHA / BOTTOM,1,1,both,0,0
71,AZUL,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA ESTAMPADO AZUL P AZ,9707390004,P,KIT CALCINHA,1,1,both,0,0
72,VINHO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK SLIM VINHO EMP 5 POCKET,9440750003,44,CALÇA SARJA,4,0,left_only,-4,4
73,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS INK SUPER STONE LISO 35286,9525520007,44,BERMUDA JEANS,1,0,left_only,-1,1
74,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM AC,9724100001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
75,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ PRD ELLA BASE ALONGADO LISO P,9687090002,M,SOUTIEN / TOP,4,4,both,0,0
76,JEANS,C,VESTUARIO,CY,CYA,CYAD,SAIA CY SAW MARCA DE TERCEIROS SAIA LISO,9692420004,42,BOTTOM CURTO JEANS,2,0,left_only,-2,2
77,,H,ELETRO-ELETRONICOS,HB,HBH,HBHA,MOTO G22 VERDE 128GB,9588690000,,MOTOROLA,3,3,both,0,0
78,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED TANK PUIDOS,9479600002,36,CALÇA JEANS,1,0,left_only,-1,1
79,CHOCOLATE,C,VESTUARIO,C6,C6B,C6BB,BERMUDA SUS E APP COTTON CHOCOLATE REF B,3741470002,M,CALCINHA / BOTTOM,1,1,both,0,0
80,VERMELHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP PUSH UP SLO RENDA VERAO  REP,7738120004,46,SOUTIEN / TOP,1,0,left_only,-1,1
81,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS MASC ACE PRETO QUADRADO FUME VC05,9568460001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
82,AMARELO,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA V,9633580004,4,SHORT/SAIA,0,0,left_only,0,0
83,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK RASGOS SKY LISO,9480190002,38,BOTTOM CURTO JEANS,4,1,both,-3,3
84,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697820005,46,CALÇA JEANS,1,0,left_only,-1,1
85,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS S,9456920002,38,CALÇA JEANS,1,0,left_only,-1,1
86,PRETO,C,VESTUARIO,CY,CYC,CYCC,SHORT JEANS PS PRD INK CLOCHARD COM AMAR,9481170006,46,BOTTOM CURTO SARJA PLUS,3,3,both,0,0
87,PRETO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K228 LISTR,8845490003,GG,CALCINHA / BOTTOM,1,0,left_only,-1,1
88,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA EVT MARROM EMP LCM INK MAR,9440730003,44,CALÇA SARJA,1,0,left_only,-1,1
89,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS WIDE LEG,9692380003,38,CALÇA JEANS,2,0,left_only,-2,2
90,ROXO,C,VESTUARIO,CY,CYB,CYBA,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479840001,38,CALÇA JEANS,2,1,both,-1,1
91,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS INK calca slim used bigode L,9546820007,38,CALÇA JEANS,2,0,left_only,-2,2
92,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9663570001,42,CALÇA JEANS,2,0,left_only,-2,2
93,VERMELHO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA APP SNS  SLO CALECON RENDA VERM,8222170002,M,CALCINHA / BOTTOM,2,1,both,-1,1
94,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760004,40,CALÇA JEANS,1,1,both,0,0
95,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS COLONIAL CETINETE RENDA,5572370003,52,SOUTIEN / TOP,3,2,both,-1,1
96,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA JEANS CRN PRD INK CALCA SKINNY USE,9566290001,36,BOTTOM  JOVEM,1,1,both,0,0
97,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN EVT NAMO EL,9561230004,P,SHORT DOLL,1,1,both,0,0
98,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA  CRN EVT JNS PRD INK RECORTE USED,9578470003,40,BOTTOM  JOVEM,2,0,left_only,-2,2
99,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9663570003,38,CALÇA JEANS,1,0,left_only,-1,1
100,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSEDSTON,9578080005,44,CALÇA JEANS,2,0,left_only,-2,2
101,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF SLO INK USED TANK ESMERIL,9480810002,40,CALÇA JEANS,2,0,left_only,-2,2
102,VERDE,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 EVT PAIS SLO INFO INK COM BOLSO,9275440002,4,CALÇA,1,0,left_only,-1,1
103,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBG,RELOGIO FEM CONDOR DOURADO AVULSO ANALOG,9732680000,,FEMININO DOURADO,1,1,both,0,0
104,VERDE,C,VESTUARIO,CY,CYC,CYCE,JAQUETA MANGA LONGA SARJA PS PRD INK CAP,9427870006,56,TOP PLUS,1,0,left_only,-1,1
105,JEANS,C,VESTUARIO,CY,CYA,CYAF,BLUSA JEANS APP EVT JEANS CRN  PRD INK M,8569960005,44,TOP,2,0,left_only,-2,2
106,PRETO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ ELLA LISO PRETO,9649150001,G,SHORT DOLL,3,3,both,0,0
107,AZUL,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA 2 PCS COTTON TRIANG,9281120003,M,KIT CALCINHA,15,8,both,-7,7
108,BEGE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF K51809 ONCA,8719600001,G,CALCINHA / BOTTOM,9,2,both,-7,7
109,PRETO,C,VESTUARIO,C6,C6A,C6AB,CALCINHA APP TRS CAVADA ABRUPT PRETO REF,7736880002,G,CALCINHA / BOTTOM,3,1,both,-2,2
110,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA ESTAMPADO ROSA P RO,9568840003,P,KIT CALCINHA,1,1,both,0,0
111,BRANCO,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR ELLA BORBOLETA AVULSO LISO BR,9454170002,46,SOUTIEN / TOP,1,1,both,0,0
112,ROXO,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG BASICO ROXO ERI C7 52 ROXO,7998060008,52,SOUTIEN / TOP,2,1,both,-1,1
113,CINZA,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP AMAMENTACAO TRS REF 40205,8505660006,48,SOUTIEN / TOP,3,2,both,-1,1
114,ROSA,C,VESTUARIO,CP,CPM,CPMG,MEIA SAPATILHA ACC FCX ESTAMPADO GATO RO,9459860001,34-39,MEIA CASUAL/ESPORTIVA,16,0,left_only,-16,16
115,ROSA,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA LISO ROSA M ROSA CLA,9671700001,M,CALCINHA / BOTTOM,2,2,both,0,0
116,AZUL,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR PRD ELLA ALCA QUE SOBE RENDA,9334940005,40,SOUTIEN / TOP,1,1,both,0,0
117,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET DOURADO REDONDO MARROM VC,9562060001,UNICO,ÓCULOS METAL,1,1,both,0,0
118,BRANCO,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9653240002,GG,SHORT DOLL,3,3,both,0,0
119,ROXO,C,VESTUARIO,C7,C7A,C7AK,CALC TG BAS KIT 2X1 ROXO CHOCO LIV C7 GG,8517000004,GG,KIT CALCINHA,1,0,left_only,-1,1
120,JEANS,C,VESTUARIO,C8,C8C,C8CD,VESTIDO SEM MANGA C8 SLO INFA INK CHAMBA,9304740002,8,INTEIRO,2,0,left_only,-2,2
121,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697860003,46,CALÇA JEANS,1,0,left_only,-1,1
122,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 SLO INFO INK COM BOLSOS GRANDES,9397900001,4,CALÇA,1,0,left_only,-1,1
123,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9384240006,40,CALÇA JEANS,2,1,both,-1,1
124,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED  LISO C21488,9479690001,38,CALÇA JEANS,1,0,left_only,-1,1
125,CINZA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA SOQUETE ACC SLO FLORAL CINZ,9502310001,34/39,MEIA CASUAL/ESPORTIVA,9,1,both,-8,8
126,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK VISTA ABOTOADA U,9412370003,40,CALÇA JEANS,4,0,left_only,-4,4
127,BRANCO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ALONGADA ESS C9 MSA BJ TRIA,9310700003,44,SOUTIEN / TOP,3,3,both,0,0
128,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS BIBELO BEGE REF  061486,6917900003,50,SOUTIEN / TOP,4,3,both,-1,1
129,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA DESF E USe,9320800004,40,BOTTOM CURTO JEANS,1,0,left_only,-1,1
130,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK RASGOS LISO CNBF3,9480060004,38,CALÇA JEANS,2,1,both,-1,1
131,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK EVT SUPER STONE,9561450006,46,CALÇA JEANS,1,0,left_only,-1,1
132,,W,BELEZA,WL,WLH,WLHB,JEQUITI AVIVA BATOM HIDRATANTE BORDO ELE,8687940000,,BATOM BASTÃO JEQUITI,2,2,both,0,0
133,MARROM,C,VESTUARIO,CY,CYA,CYAG,JAQUETA MARROM CURTA  SAW 14423 38 MARRO,9659990002,38,JAQUETA/COLETE,1,0,left_only,-1,1
134,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK SUPER STONE   US,9486270007,48,CALÇA JEANS,1,0,left_only,-1,1
135,CINZA,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET GUN REDONDO FUME VC2428C2,9562070001,UNICO,ÓCULOS METAL,1,1,both,0,0
136,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532890007,48,CALÇA JEANS,1,0,left_only,-1,1
137,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP TRS BASE C  BJ SEM ARO RE,8523680002,44,SOUTIEN / TOP,2,2,both,0,0
138,JEANS,C,VESTUARIO,C8,C8B,C8BA,CALCA C8 SLO PPO INK COS DE ELASTICO COM,9435760003,3,CALÇA,1,0,left_only,-1,1
139,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK 12 COXA GM LIS,9622510006,46,BOTTOM CURTO JEANS,4,1,both,-3,3
140,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK RASGOS,9479710005,44,CALÇA JEANS,1,0,left_only,-1,1
141,AZUL,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR PRD ELLA ALCA QUE SOBE RENDA,9334940007,44,SOUTIEN / TOP,2,2,both,0,0
142,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA SARJA EVT CRN MSA INK RASGOS BARRA,9412600004,42,CALÇA JEANS,2,0,left_only,-2,2
143,CINZA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA ACC FCX CORACOES  EST,9090750001,34/39,MEIA CASUAL/ESPORTIVA,9,0,left_only,-9,9
144,JEANS,C,VESTUARIO,C8,C8C,C8CC,JAQUETA MANGA LONGA INFA C8 PRD INK STON,9483720002,6,TOP/JAQUETA,3,2,both,-1,1
145,PRATA,C,VESTUARIO,C5,C5G,C5GA,PULSEIRA MAIS ACESSORIOS LTPP 103 UNICO,9685360001,UNICO,PULSEIRA,12,0,left_only,-12,12
146,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS MOM LISO,9692450001,34,CALÇA JEANS,1,1,both,0,0
147,PRETO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN SLO FRIENDS E,9443630007,G,CAMISOLA / ROBE,3,3,both,0,0
148,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN TRS OLIMPO FIRANTELA BRONZE  REF,9263050005,52,SOUTIEN / TOP,2,0,left_only,-2,2
149,MARROM,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET UNI M,9683520001,UNICO,ÓCULOS METAL,1,1,both,0,0
150,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK LISO,9479660002,38,CALÇA JEANS,3,1,both,-2,2
151,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532900004,44,CALÇA JEANS,2,0,left_only,-2,2
152,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK USED TANK RASGOS,9480770005,44,CALÇA JEANS,2,0,left_only,-2,2
153,ROSA,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ SLO ELLA HANK PANK LISO ROSA,9644120007,GG,KIT CALCINHA,2,1,both,-1,1
154,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA PS PRD COM RASGOS 02FE00603 JEAN,9633180006,54,BOTTOM CURTO JEANS PLUS,1,0,left_only,-1,1
155,BRANCO,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG P1 RENDA BCA ADA 48 BRANCO CL,9458340002,48,SOUTIEN / TOP,4,1,both,-3,3
156,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA JEANS PS PRD INK MALHA DENIN AMA,9481210005,56,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
157,DOURADO,C,VESTUARIO,C5,C5C,C5CA,BRINCO DOURADO EARCUFF DBR06691 CURTO DO,9541600001,CURTO,BRINCO,4,0,left_only,-4,4
158,,W,BELEZA,WL,WLM,WLMF,LAPIS  WL VULT VULT LAP SOBRANC 002 12g,9032460000,,LAPIS,2,2,both,0,0
159,MARROM,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN TRS OLIMPO FIRANTELA BRONZE  REF,9263050002,52,SOUTIEN / TOP,2,0,left_only,-2,2
160,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK MARMORIZADO LISO,9588590004,42,CALÇA JEANS,1,0,left_only,-1,1
161,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ALONGADA ESS C9 MSA BJ TRIA,9310720002,46,SOUTIEN / TOP,1,0,left_only,-1,1
162,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384130006,46,CALÇA JEANS,1,1,both,0,0
163,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO DISNEY,9564070002,GG,SHORT DOLL,4,4,both,0,0
164,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM STONE E USE,9440400001,38,CALÇA JEANS,1,0,left_only,-1,1
165,BRANCO,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR ELLA BORBOLETA AVULSO LISO BR,9454170001,40,SOUTIEN / TOP,1,1,both,0,0
166,AZUL,C,VESTUARIO,C7,C7A,C7AC,CAMISOLA FRAUDADA HAPPY AZUL JIN C7 46 A,9623100004,46,CAMISOLA / ROBE,1,1,both,0,0
167,PRETO,C,VESTUARIO,C9,C9A,C9AK,CALCINHA CJ ELLA BRANCO E PRETO LISO G P,9339230001,G,KIT CALCINHA,3,3,both,0,0
168,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167460001,34,BOTTOM CURTO JEANS,2,1,both,-1,1
169,PRETO,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA JV PRD INK ELASTICO COS PUNH,9420090006,36,CALÇA SARJA,1,1,both,0,0
170,BEGE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS EVT PAIS CRN PRD INK CATIO,9578810005,40,BERMUDA SARJA,1,0,left_only,-1,1
171,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BASICO AMACIADO,9384030001,34,BOTTOM CURTO JEANS,2,0,left_only,-2,2
172,JEANS,C,VESTUARIO,CY,CYA,CYAI,VESTIDO SEM MANGA JEANS CF PRD INK LONGO,9594270007,36,INTEIRO,1,1,both,0,0
173,AZUL,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 PRD INFA  INK BOLSO CARPINTEIRO,9483620002,6,SHORT/SAIA,2,0,left_only,-2,2
174,CINZA,C,VESTUARIO,C7,C7A,C7AK,CALCINHA C7 ELLA ESTAMPADO CINZA G CINZA,9458240001,G,KIT CALCINHA,2,2,both,0,0
175,,W,BELEZA,WK,WKG,WKGA,ESTOJO ACQUA FOR MEN FRANCE SILVER,9692470000,,PRODUTOS PARA CORPO,3,3,both,0,0
176,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440920006,38,CALÇA JEANS,1,0,left_only,-1,1
177,AZUL,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS  REF 51509 K233 ETAM,8566590002,M,CALCINHA / BOTTOM,2,2,both,0,0
178,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS CRN MSA INK RASGOS BARRA VIR,9427190002,38,CALÇA JEANS,2,2,both,0,0
179,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBO,RELOGIO FEM MONDAIEN PRATA E DOURADO KIT,9714850000,,KIT FEMININO PRATA,1,1,both,0,0
180,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384140003,40,CALÇA JEANS,2,0,left_only,-2,2
181,,H,ELETRO-ELETRONICOS,HB,HBH,HBHG,SAMS GALAXY M13 VERDE 128GB SM M135MZGGZ,9697140000,,SAMSUNG,2,2,both,0,0
182,VERDE,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN BASE ALONGADA CR MSA  RENDA RUST,9669530003,46,SOUTIEN / TOP,1,1,both,0,0
183,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS C,9477670004,38,CALÇA JEANS,2,0,left_only,-2,2
184,PRETO,C,VESTUARIO,CY,CYC,CYCB,CALCA CY SAW MARCA DE TERCEIROS LISO 270,9666020003,50,CALÇA JEANS PLUS,1,0,left_only,-1,1
185,BRANCO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP PUSH UP SLO RENDA VERAO PP L,7738140002,42,SOUTIEN / TOP,2,1,both,-1,1
186,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AB,CINTA APP CALCINHA TRS FAIXA ULTRA ZERO,8332780002,M,CALCINHA / BOTTOM,7,3,both,-4,4
187,,W,BELEZA,WL,WLC,WLCH,PO COMPACTO  WL VULT VULT PO COMP 003 9g,9032050000,,PÓ COMPACTO ROSTO,9,9,both,0,0
188,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANSPEDIDO FAKE PS PRD INK RASGOS,9481260006,56,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
